"ModelName_short","Task_short","Dataset","Cancer","tissue","TaskCategory","TaskCategory_short","AUROC","AUROC_lower","AUROC_upper","AUPRC","AUPRC_lower","AUPRC_upper","Balanced_accuracy","Balanced_accuracy_lower","Balanced_accuracy_upper","Sensitivity","Sensitivity_lower","Sensitivity_upper","Specificity","Specificity_lower","Specificity_upper","binary_multi","Public","Slide_vs_patch_classification","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Align-base","Chrom","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.466788536815407,0.385049015158948,0.539879514014877,0.489351934057962,0.40278702962744,0.586452134460066,0.4897402,0.42199,0.55124,0.341461367089568,0.25,0.434850543478261,0.638017433349634,0.536356607310216,0.72815797804981,"binary","CPTAC","Slide","chromatin modification pathway activation","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","Chrom","CPTAC","Pan-cancer","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction",0.681923614561025,0.60836031771399,0.754279336985698,0.686541483364134,0.585796506004984,0.779236036986045,0.6536818,0.5867,0.7194,0.640073912572739,0.542540763571287,0.735662431941924,0.667286433639279,0.574257425742574,0.755331519049975,"binary","CPTAC","Slide","chromatin modification pathway activation","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.607087007947602,0.51971294140414,0.694766890749661,0.3816005,0.3015975,0.47561,0.2619729,0.182565,0.3479825,0.261972285275789,0.182604166666667,0.347952694235589,0.753774786148455,0.72778516730069,0.783289821409221,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.751370857937588,0.681266870588644,0.8203871080132,0.5501804,0.4466675,0.66002,0.4864861,0.3806925,0.6023275,0.486484592576766,0.380675424356345,0.602372244922596,0.829609405064788,0.791033899114345,0.868173883798014,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.830044543191467,0.766668300098802,0.88740233001489,0.6622333,0.5578675,0.763545,0.5387163,0.4313925,0.64202,0.53871613672748,0.431387319802063,0.642008065907522,0.847607333322172,0.808574614697574,0.88579564372919,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.618468664756365,0.53097513448511,0.705012412984958,0.398571,0.3171425,0.4936825,0.4117409,0.3047975,0.5230175,0.411739841086889,0.304821013931888,0.52304217575188,0.804682094099014,0.768580852995105,0.842344066965131,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.8282135647311,0.758301109048982,0.887349719514952,0.6827726,0.5784,0.7824175,0.5672784,0.4548775,0.6726125,0.567278997528269,0.454856607664996,0.672652993477139,0.856666518175405,0.817551566195858,0.893215239202643,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.793619274476974,0.725501958185289,0.857596477738695,0.6250587,0.5298775,0.72082,0.5085366,0.4027675,0.614505,0.508538088696392,0.40274626004478,0.614527328724552,0.837659561181229,0.800199892405196,0.87706848148312,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.804572287759235,0.732101632866702,0.870846247668618,0.6257872,0.514255,0.7381625,0.5979562,0.4924975,0.7037525,0.597956641661924,0.492495392894,0.703786310308049,0.867049298294285,0.830049396807904,0.904932085254516,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.732174928325874,0.659349098920849,0.808164804976566,0.5055125,0.407895,0.61697,0.4811293,0.380155,0.5965025,0.481131897175803,0.380184240490715,0.596533561547148,0.828859764575644,0.791238381489912,0.871342104774525,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.818445569651286,0.751186668591879,0.880773156766072,0.652931,0.543995,0.7639,0.5796145,0.47188,0.68212,0.579615331955272,0.471907536530498,0.682141667269134,0.861348877218917,0.822820061777571,0.897693891279461,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.786433517304035,0.71450554906106,0.853560233824816,0.5984895,0.4974625,0.7003125,0.579988,0.4680825,0.6853075,0.579988465619063,0.468102685202869,0.685301916221034,0.861626036636651,0.823798791246356,0.898894024953958,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.813901518980198,0.744916494846756,0.87781430824371,0.6326643,0.525135,0.7456425,0.5539825,0.442455,0.6663175,0.553981644241551,0.442415270085307,0.666289950144355,0.851745446424247,0.81371639183946,0.890292814023895,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.58463829048695,0.502086137924423,0.669431312593763,0.3702621,0.2987925,0.45901,0.2730701,0.1736225,0.378505,0.27307213513332,0.173608906877969,0.37849123488068,0.757777545749688,0.723771930190205,0.793086972309182,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.72024559652881,0.639651691028986,0.79887309367368,0.5095684,0.4176775,0.616015,0.5018298,0.39818,0.6018375,0.501829291937053,0.398171023294021,0.601857382705873,0.834145191232768,0.797410682536133,0.870237643619997,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.73465492643351,0.656203425568762,0.810783782506044,0.5291129,0.4303875,0.62991,0.4968931,0.3801575,0.613605,0.49689316027251,0.380120550937766,0.613568277310924,0.832939725695662,0.791804171479314,0.872234684663841,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.712347661450322,0.64222170019244,0.7877297018678,0.5220601,0.4315975,0.6204,0.4522522,0.34978,0.5622,0.452252169242437,0.34976014254386,0.562155510929288,0.818404491559528,0.78316350862728,0.855566687949717,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.603138265976328,0.50954234206287,0.689973217399334,0.3777348,0.2978925,0.47031,0.3579158,0.2423975,0.465365,0.357917252129825,0.24242406337535,0.465342442645074,0.786155905312513,0.748816463486426,0.825646991485717,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.593957691311761,0.505983542194083,0.675542490169007,0.3723459,0.2956725,0.460835,0.3576498,0.2506825,0.467015,0.35765121840665,0.2507173399251,0.466975004400634,0.785858978682257,0.75091674289333,0.822705652872377,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.751335854392313,0.679820748384367,0.816274597009778,0.5482869,0.4512575,0.646205,0.3899833,0.3094925,0.4692075,0.389982748112336,0.3095245215311,0.469229759211377,0.797872112101409,0.767777777777778,0.83161353450283,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.703488864265238,0.617072564242778,0.792817343982442,0.5112207,0.40219,0.6251075,0.4575709,0.338145,0.5813075,0.457569863468369,0.338110257260799,0.581313791130367,0.819782284587879,0.780475677187941,0.860149045101854,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.600457084860143,0.505781305612895,0.692003548102445,0.3882613,0.30069,0.491715,0.2840688,0.1789,0.3947275,0.284068319208249,0.1789466380381,0.394716529866575,0.76185582722,0.72627983798827,0.798453064661468,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.56863906147056,0.476829290849151,0.666774486757153,0.363019,0.2839925,0.4508025,0.2458135,0.15087,0.3580125,0.24581424603859,0.150875899462856,0.357968100118835,0.748713208517886,0.716237889152214,0.783370536853323,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.48238726956227,0.396409350975154,0.578940156039036,0.3035013,0.242085,0.3832525,0.2600344,0.1618775,0.360465,0.260033829360573,0.161846896653398,0.360502800339757,0.752806142733797,0.721472217596301,0.785262902330744,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","CPTAC-grade","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Tumor Grading","Diagnostic",0.727419317117525,0.640362126075792,0.804971499221826,0.55527,0.45309,0.656745,0.4947327,0.3828,0.6134225,0.494732366173394,0.382773057266091,0.613400279818865,0.832231672931461,0.794399770156776,0.870563676572587,"multi-class","CPTAC","Slide","tumor grades obtained from the study were G1, G2, G3 and G4","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.782833088090288,0.74818710701753,0.815605814033949,0.4117398,0.3634925,0.4641125,0.3561218,0.2883975,0.424,0.356122317575626,0.288426627865721,0.423988845638636,0.892904956741891,0.881225725470866,0.904856488359014,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.984467775428643,0.975014742195586,0.992279232462345,0.9251454,0.8869925,0.9572,0.8667754,0.81906,0.9106325,0.866776237402486,0.81902813946486,0.910661180765156,0.977594218147459,0.969030411243177,0.985170697810607,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.995156149388984,0.991112365127508,0.998310240931062,0.9739482,0.953495,0.9905,0.888293,0.8428,0.9308,0.88829400036127,0.84280176586104,0.930758090065108,0.981255729407063,0.9735278829003,0.988698323046534,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.819859995832458,0.781821419139073,0.850819877876336,0.4782328,0.41277,0.5461075,0.3954023,0.323585,0.470015,0.395401957558006,0.323578466299049,0.470019641794613,0.899300426716203,0.887487082612221,0.911522035686854,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.99368484081754,0.988532389467164,0.99774615871702,0.9671198,0.9436775,0.9864025,0.9181964,0.8812925,0.953505,0.918196088415768,0.881253408447806,0.953552115065273,0.986128120291706,0.978937456395998,0.99266229582367,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.986430112509797,0.978748890216134,0.992829892454087,0.9292123,0.8977975,0.96031,0.8551968,0.80609,0.90151,0.855197212643348,0.806074432998737,0.901524002782931,0.975537844006461,0.96691352366252,0.984336870409747,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.99568043230219,0.991686850602285,0.998720577048528,0.9774529,0.9581975,0.9923,0.9172658,0.877975,0.9546075,0.917266902331221,0.87799709848097,0.954618423456339,0.985950127636692,0.978513085681996,0.992694474985284,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.994185555221769,0.989686007420204,0.997807518736745,0.9696903,0.9470875,0.9881,0.905901,0.86368,0.944,0.905900828641062,0.863656555609142,0.94396192185008,0.984180944988558,0.977039010498048,0.990768118788368,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.996142591162374,0.992532638623288,0.998952190000245,0.9797957,0.9611925,0.994,0.918396,0.8757,0.95581,0.918396426653706,0.875747424280542,0.955791943117923,0.986314404356107,0.97936221508882,0.992557600143428,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.997394097365157,0.9946648070617,0.999341204389937,0.9857102,0.9707,0.9963025,0.9398197,0.9071975,0.972405,0.939818201493534,0.907191742274141,0.972445058110731,0.989891773021472,0.984001618324664,0.995376510445932,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.995152663376287,0.99064342070743,0.998330618990894,0.9740087,0.9521975,0.9907,0.9220108,0.8823975,0.9599125,0.922010663967638,0.882409272404614,0.959959968602826,0.986816320609684,0.979998807566573,0.993468953864429,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","tumor label","CPTAC","Pan-cancer","pan-cancer","Diagnostic: Histologic Subtyping","Diagnostic",0.799900489862053,0.765915769623744,0.832098578794199,0.459315,0.401,0.5163075,0.3890769,0.326195,0.4500025,0.389078410978372,0.326230004919211,0.449956377500495,0.898479760451844,0.88708181446533,0.909868520747714,"multi-class","CPTAC","Slide","7-classes were BRCA, CCRCC, COAD, GBM, LSCC, LUAD, PDA (7 tumor types)","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
