Task_short,Dataset,ModelName,ModelName_short,ModelCategory,ModelDomain,ModelArch,balanced_accuracy,F1_score,Precision,Recall,Cancer,Slide_vs_patch_classification,binary_multi,tissue,average_performance
P53,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.72,0.72,0.72,0.72,Pan-cancer,Slide,binary,pan-cancer,0.72
P53,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.75,0.75,0.75,0.75,Pan-cancer,Slide,binary,pan-cancer,0.75
gi_subtype,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.41,0.41,0.46,0.41,GI,Slide,multi-class,GI,0.42
gi_subtype,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.45,0.47,0.56,0.45,GI,Slide,multi-class,GI,0.48
gi_subtype,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.33,0.32,0.36,0.33,GI,Slide,multi-class,GI,0.34
gi_subtype,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.53,0.54,0.58,0.53,GI,Slide,multi-class,GI,0.54
gi_subtype,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.41,0.41,0.46,0.41,GI,Slide,multi-class,GI,0.42
gi_subtype,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.3,0.31,0.36,0.3,GI,Slide,multi-class,GI,0.32
gi_subtype,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.38,0.37,0.4,0.38,GI,Slide,multi-class,GI,0.38
gi_subtype,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.36,0.35,0.39,0.36,GI,Slide,multi-class,GI,0.36
gi_subtype,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.34,0.33,0.36,0.34,GI,Slide,multi-class,GI,0.34
gi_subtype,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.33,0.32,0.36,0.33,GI,Slide,multi-class,GI,0.34
gi_subtype,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.36,0.37,0.42,0.36,GI,Slide,multi-class,GI,0.38
gi_subtype,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.57,0.57,0.62,0.57,GI,Slide,multi-class,GI,0.58
gi_subtype,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.51,0.53,0.6,0.51,GI,Slide,multi-class,GI,0.54
gi_subtype,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.53,0.52,0.54,0.53,GI,Slide,multi-class,GI,0.53
gi_subtype,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.4,0.38,0.41,0.4,GI,Slide,multi-class,GI,0.4
gi_subtype,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.38,0.38,0.41,0.38,GI,Slide,multi-class,GI,0.39
gi_subtype,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.48,0.49,0.54,0.48,GI,Slide,multi-class,GI,0.5
gi_subtype,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.54,0.55,0.6,0.54,GI,Slide,multi-class,GI,0.56
gi_subtype,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.52,0.54,0.61,0.52,GI,Slide,multi-class,GI,0.55
gi_subtype,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.43,0.43,0.43,0.43,GI,Slide,multi-class,GI,0.43
gi_subtype,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.48,0.49,0.54,0.48,GI,Slide,multi-class,GI,0.5
gi_subtype,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.4,0.39,0.42,0.4,GI,Slide,multi-class,GI,0.4
gi_subtype,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.41,0.41,0.46,0.41,GI,Slide,multi-class,GI,0.42
bladder_mrna_clustering,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.54,0.57,0.63,0.54,BLCA,Slide,multi-class,bladder,0.57
bladder_mrna_clustering,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.53,0.54,0.57,0.53,BLCA,Slide,multi-class,bladder,0.54
bladder_mrna_clustering,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.35,0.36,0.4,0.35,BLCA,Slide,multi-class,bladder,0.36
bladder_mrna_clustering,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.71,0.72,0.76,0.71,BLCA,Slide,multi-class,bladder,0.72
bladder_mrna_clustering,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.31,0.33,0.4,0.31,BLCA,Slide,multi-class,bladder,0.34
bladder_mrna_clustering,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.34,0.37,0.44,0.34,BLCA,Slide,multi-class,bladder,0.37
bladder_mrna_clustering,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.28,0.29,0.35,0.28,BLCA,Slide,multi-class,bladder,0.3
bladder_mrna_clustering,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.35,0.36,0.41,0.35,BLCA,Slide,multi-class,bladder,0.37
bladder_mrna_clustering,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.47,0.49,0.55,0.47,BLCA,Slide,multi-class,bladder,0.5
bladder_mrna_clustering,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.32,0.33,0.36,0.32,BLCA,Slide,multi-class,bladder,0.33
bladder_mrna_clustering,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.53,0.55,0.62,0.53,BLCA,Slide,multi-class,bladder,0.56
bladder_mrna_clustering,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.72,0.74,0.79,0.72,BLCA,Slide,multi-class,bladder,0.74
bladder_mrna_clustering,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.71,0.73,0.79,0.71,BLCA,Slide,multi-class,bladder,0.74
bladder_mrna_clustering,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.71,0.72,0.76,0.71,BLCA,Slide,multi-class,bladder,0.72
bladder_mrna_clustering,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.28,0.3,0.38,0.28,BLCA,Slide,multi-class,bladder,0.31
bladder_mrna_clustering,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.29,0.31,0.38,0.29,BLCA,Slide,multi-class,bladder,0.32
bladder_mrna_clustering,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.65,0.65,0.68,0.65,BLCA,Slide,multi-class,bladder,0.66
bladder_mrna_clustering,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.72,0.73,0.75,0.72,BLCA,Slide,multi-class,bladder,0.73
bladder_mrna_clustering,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.66,0.68,0.72,0.66,BLCA,Slide,multi-class,bladder,0.68
bladder_mrna_clustering,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.64,0.64,0.64,0.64,BLCA,Slide,multi-class,bladder,0.64
bladder_mrna_clustering,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.65,0.66,0.7,0.65,BLCA,Slide,multi-class,bladder,0.66
bladder_mrna_clustering,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.57,0.6,0.66,0.57,BLCA,Slide,multi-class,bladder,0.6
bladder_mrna_clustering,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.54,0.58,0.65,0.54,BLCA,Slide,multi-class,bladder,0.58
PI3K,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.6,0.6,0.67,0.6,Pan-cancer,Slide,binary,pan-cancer,0.62
PI3K,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.66,0.66,0.71,0.66,Pan-cancer,Slide,binary,pan-cancer,0.67
PI3K,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.52,0.52,0.58,0.52,Pan-cancer,Slide,binary,pan-cancer,0.54
PI3K,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.67,0.67,0.72,0.67,Pan-cancer,Slide,binary,pan-cancer,0.68
PI3K,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.56,0.56,0.62,0.56,Pan-cancer,Slide,binary,pan-cancer,0.58
PI3K,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.51,0.51,0.57,0.51,Pan-cancer,Slide,binary,pan-cancer,0.52
PI3K,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.54,0.54,0.6,0.54,Pan-cancer,Slide,binary,pan-cancer,0.56
PI3K,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.49,0.57,0.73,0.49,Pan-cancer,Slide,binary,pan-cancer,0.57
PI3K,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.6,0.6,0.66,0.6,Pan-cancer,Slide,binary,pan-cancer,0.62
PI3K,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.54,0.55,0.62,0.54,Pan-cancer,Slide,binary,pan-cancer,0.56
PI3K,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.61,0.61,0.67,0.61,Pan-cancer,Slide,binary,pan-cancer,0.62
PI3K,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.67,0.67,0.72,0.67,Pan-cancer,Slide,binary,pan-cancer,0.68
PI3K,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.66,0.66,0.72,0.66,Pan-cancer,Slide,binary,pan-cancer,0.68
PI3K,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.67,0.67,0.72,0.67,Pan-cancer,Slide,binary,pan-cancer,0.68
PI3K,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.54,0.54,0.61,0.54,Pan-cancer,Slide,binary,pan-cancer,0.56
PI3K,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.55,0.55,0.6,0.55,Pan-cancer,Slide,binary,pan-cancer,0.56
PI3K,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.65,0.65,0.7,0.65,Pan-cancer,Slide,binary,pan-cancer,0.66
PI3K,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.66,0.65,0.7,0.66,Pan-cancer,Slide,binary,pan-cancer,0.67
PI3K,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.68,0.67,0.73,0.68,Pan-cancer,Slide,binary,pan-cancer,0.69
PI3K,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.64,0.64,0.64,0.64,Pan-cancer,Slide,binary,pan-cancer,0.64
PI3K,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.64,0.64,0.7,0.64,Pan-cancer,Slide,binary,pan-cancer,0.66
PI3K,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.6,0.61,0.67,0.6,Pan-cancer,Slide,binary,pan-cancer,0.62
PI3K,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.6,0.61,0.68,0.6,Pan-cancer,Slide,binary,pan-cancer,0.62
lung hist OOD2,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.7,0.72,0.77,0.7,Lung,Slide,multi-class,lung,0.72
lung hist OOD2,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.72,0.74,0.8,0.72,Lung,Slide,multi-class,lung,0.74
lung hist OOD2,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.63,0.67,0.76,0.63,Lung,Slide,multi-class,lung,0.67
lung hist OOD2,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.72,0.7,0.71,0.72,Lung,Slide,multi-class,lung,0.71
lung hist OOD2,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.76,0.8,0.89,0.76,Lung,Slide,multi-class,lung,0.8
lung hist OOD2,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.59,0.61,0.71,0.59,Lung,Slide,multi-class,lung,0.62
lung hist OOD2,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.65,0.7,0.82,0.65,Lung,Slide,multi-class,lung,0.7
lung hist OOD2,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.65,0.68,0.75,0.65,Lung,Slide,multi-class,lung,0.68
lung hist OOD2,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.74,0.75,0.79,0.74,Lung,Slide,multi-class,lung,0.76
lung hist OOD2,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.63,0.67,0.77,0.63,Lung,Slide,multi-class,lung,0.68
lung hist OOD2,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.72,0.72,0.74,0.72,Lung,Slide,multi-class,lung,0.72
lung hist OOD2,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.74,0.72,0.74,0.74,Lung,Slide,multi-class,lung,0.74
lung hist OOD2,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.7,0.7,0.74,0.7,Lung,Slide,multi-class,lung,0.71
lung hist OOD2,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.74,0.73,0.76,0.74,Lung,Slide,multi-class,lung,0.74
lung hist OOD2,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.57,0.62,0.74,0.57,Lung,Slide,multi-class,lung,0.62
lung hist OOD2,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.61,0.67,0.8,0.61,Lung,Slide,multi-class,lung,0.67
lung hist OOD2,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.78,0.78,0.8,0.78,Lung,Slide,multi-class,lung,0.79
lung hist OOD2,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.74,0.74,0.77,0.74,Lung,Slide,multi-class,lung,0.75
lung hist OOD2,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.72,0.72,0.76,0.72,Lung,Slide,multi-class,lung,0.73
lung hist OOD2,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.74,0.73,0.74,0.74,Lung,Slide,multi-class,lung,0.74
lung hist OOD2,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.67,0.69,0.74,0.67,Lung,Slide,multi-class,lung,0.69
lung hist OOD2,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.7,0.72,0.77,0.7,Lung,Slide,multi-class,lung,0.72
lung hist OOD2,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.46,0.54,0.7,0.46,Lung,Slide,multi-class,lung,0.54
IDH,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.81,0.82,0.87,0.81,GBM+LGG,Slide,binary,brain,0.83
IDH,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.91,0.9,0.91,0.91,GBM+LGG,Slide,binary,brain,0.91
IDH,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.56,0.56,0.63,0.56,GBM+LGG,Slide,binary,brain,0.58
IDH,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.92,0.92,0.94,0.92,GBM+LGG,Slide,binary,brain,0.92
IDH,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.67,0.68,0.74,0.67,GBM+LGG,Slide,binary,brain,0.69
IDH,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.52,0.52,0.57,0.52,GBM+LGG,Slide,binary,brain,0.53
IDH,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.56,0.58,0.68,0.56,GBM+LGG,Slide,binary,brain,0.6
IDH,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.59,0.62,0.73,0.59,GBM+LGG,Slide,binary,brain,0.63
IDH,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.82,0.82,0.85,0.82,GBM+LGG,Slide,binary,brain,0.83
IDH,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.55,0.55,0.62,0.55,GBM+LGG,Slide,binary,brain,0.57
IDH,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.84,0.84,0.88,0.84,GBM+LGG,Slide,binary,brain,0.85
IDH,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.89,0.89,0.91,0.89,GBM+LGG,Slide,binary,brain,0.9
IDH,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.91,0.91,0.93,0.91,GBM+LGG,Slide,binary,brain,0.92
IDH,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.91,0.91,0.92,0.91,GBM+LGG,Slide,binary,brain,0.91
IDH,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.57,0.59,0.69,0.57,GBM+LGG,Slide,binary,brain,0.6
IDH,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.58,0.61,0.71,0.58,GBM+LGG,Slide,binary,brain,0.62
IDH,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.88,0.88,0.92,0.88,GBM+LGG,Slide,binary,brain,0.89
IDH,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.9,0.9,0.91,0.9,GBM+LGG,Slide,binary,brain,0.9
IDH,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.91,0.91,0.94,0.91,GBM+LGG,Slide,binary,brain,0.92
IDH,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.87,0.87,0.87,0.87,GBM+LGG,Slide,binary,brain,0.87
IDH,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.91,0.91,0.93,0.91,GBM+LGG,Slide,binary,brain,0.92
IDH,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.82,0.82,0.87,0.82,GBM+LGG,Slide,binary,brain,0.83
IDH,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.83,0.83,0.87,0.83,GBM+LGG,Slide,binary,brain,0.84
lung stage,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.52,0.53,0.58,0.52,Lung,Slide,multi-class,lung,0.54
lung stage,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.54,0.55,0.59,0.54,Lung,Slide,multi-class,lung,0.56
lung stage,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.3,0.32,0.39,0.3,Lung,Slide,multi-class,lung,0.33
lung stage,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.5,0.51,0.54,0.5,Lung,Slide,multi-class,lung,0.51
lung stage,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.44,0.43,0.48,0.44,Lung,Slide,multi-class,lung,0.45
lung stage,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.34,0.35,0.39,0.34,Lung,Slide,multi-class,lung,0.36
lung stage,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.48,0.53,0.65,0.48,Lung,Slide,multi-class,lung,0.54
lung stage,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.34,0.36,0.43,0.34,Lung,Slide,multi-class,lung,0.37
lung stage,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.48,0.5,0.57,0.48,Lung,Slide,multi-class,lung,0.51
lung stage,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.3,0.32,0.39,0.3,Lung,Slide,multi-class,lung,0.33
lung stage,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.52,0.53,0.58,0.52,Lung,Slide,multi-class,lung,0.54
lung stage,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.44,0.45,0.48,0.44,Lung,Slide,multi-class,lung,0.45
lung stage,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.48,0.48,0.5,0.48,Lung,Slide,multi-class,lung,0.48
lung stage,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.54,0.53,0.54,0.54,Lung,Slide,multi-class,lung,0.54
lung stage,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.3,0.35,0.47,0.3,Lung,Slide,multi-class,lung,0.36
lung stage,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.46,0.49,0.6,0.46,Lung,Slide,multi-class,lung,0.5
lung stage,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.58,0.59,0.62,0.58,Lung,Slide,multi-class,lung,0.59
lung stage,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.48,0.49,0.51,0.48,Lung,Slide,multi-class,lung,0.49
lung stage,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.46,0.47,0.5,0.46,Lung,Slide,multi-class,lung,0.47
lung stage,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.53,0.53,0.53,0.53,Lung,Slide,multi-class,lung,0.53
lung stage,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.54,0.51,0.51,0.54,Lung,Slide,multi-class,lung,0.52
lung stage,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.54,0.55,0.62,0.54,Lung,Slide,multi-class,lung,0.56
lung stage,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.42,0.45,0.55,0.42,Lung,Slide,multi-class,lung,0.46
lung grade,Out of Domain,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.39,0.4,0.44,0.39,Lung,Slide,multi-class,lung,0.4
lung grade,Out of Domain,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.48,0.46,0.48,0.48,Lung,Slide,multi-class,lung,0.48
lung grade,Out of Domain,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.41,0.43,0.5,0.41,Lung,Slide,multi-class,lung,0.44
lung grade,Out of Domain,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.5,0.48,0.48,0.5,Lung,Slide,multi-class,lung,0.49
lung grade,Out of Domain,GPFM,GPFM,pathology,Pathology,Vit-L,0.38,0.39,0.45,0.38,Lung,Slide,multi-class,lung,0.4
lung grade,Out of Domain,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.43,0.44,0.51,0.43,Lung,Slide,multi-class,lung,0.45
lung grade,Out of Domain,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.41,0.43,0.5,0.41,Lung,Slide,multi-class,lung,0.44
lung grade,Out of Domain,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.43,0.44,0.49,0.43,Lung,Slide,multi-class,lung,0.45
lung grade,Out of Domain,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.45,0.43,0.46,0.45,Lung,Slide,multi-class,lung,0.45
lung grade,Out of Domain,BEPH,BEPH,pathology,Pathology,Vit-B,0.41,0.43,0.5,0.41,Lung,Slide,multi-class,lung,0.44
lung grade,Out of Domain,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.45,0.44,0.48,0.45,Lung,Slide,multi-class,lung,0.46
lung grade,Out of Domain,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.56,0.56,0.59,0.56,Lung,Slide,multi-class,lung,0.57
lung grade,Out of Domain,Virchow,Virchow,pathology,Pathology,Vit-L,0.52,0.52,0.55,0.52,Lung,Slide,multi-class,lung,0.53
lung grade,Out of Domain,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.52,0.51,0.54,0.52,Lung,Slide,multi-class,lung,0.52
lung grade,Out of Domain,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.41,0.44,0.51,0.41,Lung,Slide,multi-class,lung,0.44
lung grade,Out of Domain,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.39,0.4,0.44,0.39,Lung,Slide,multi-class,lung,0.4
lung grade,Out of Domain,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.5,0.51,0.57,0.5,Lung,Slide,multi-class,lung,0.52
lung grade,Out of Domain,UNI,UNI,pathology,Pathology,Vit-L,0.53,0.53,0.55,0.53,Lung,Slide,multi-class,lung,0.54
lung grade,Out of Domain,UNI2,UNI2,pathology,Pathology,Vit-L,0.51,0.51,0.55,0.51,Lung,Slide,multi-class,lung,0.52
lung grade,Out of Domain,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.44,0.44,0.44,0.44,Lung,Slide,multi-class,lung,0.44
lung grade,Out of Domain,Hibou,Hibou,pathology,Pathology,Vit-B,0.51,0.51,0.54,0.51,Lung,Slide,multi-class,lung,0.52
lung grade,Out of Domain,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.38,0.39,0.43,0.38,Lung,Slide,multi-class,lung,0.4
lung grade,Out of Domain,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.43,0.45,0.54,0.43,Lung,Slide,multi-class,lung,0.46
Immunegroup,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.4,0.41,0.45,0.4,Pan-cancer,Slide,multi-class,pan-cancer,0.42
Immunegroup,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.56,0.57,0.59,0.56,Pan-cancer,Slide,multi-class,pan-cancer,0.57
Immunegroup,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.28,0.29,0.31,0.28,Pan-cancer,Slide,multi-class,pan-cancer,0.29
Immunegroup,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.62,0.63,0.66,0.62,Pan-cancer,Slide,multi-class,pan-cancer,0.63
Immunegroup,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.32,0.32,0.34,0.32,Pan-cancer,Slide,multi-class,pan-cancer,0.32
Immunegroup,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.16,0.16,0.17,0.16,Pan-cancer,Slide,multi-class,pan-cancer,0.16
Immunegroup,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.24,0.25,0.27,0.24,Pan-cancer,Slide,multi-class,pan-cancer,0.25
Immunegroup,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.28,0.29,0.32,0.28,Pan-cancer,Slide,multi-class,pan-cancer,0.29
Immunegroup,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.44,0.45,0.48,0.44,Pan-cancer,Slide,multi-class,pan-cancer,0.45
Immunegroup,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.26,0.27,0.3,0.26,Pan-cancer,Slide,multi-class,pan-cancer,0.27
